"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Sr.Engineer - PCB Layout Design","HELLA & Co. KGaA.","India","2025-02-18T17:07:13Z","Engineering Jobs","https://www.adzuna.in/details/5054817344?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Chipset Systems Architect","Qualcomm","Bangalore, Karnataka","2025-02-05T06:21:34Z","Engineering Jobs","https://www.adzuna.in/land/ad/5037891096?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=9720B0B8948828CFF0A3679ECF20AB3EA1AE9205","12.95703","77.59837"
"PCB SIM MGR II R&D/PRODUCT DVL ENGINEERING","TE Connectivity","Bangalore, Karnataka","2025-05-06T23:12:59Z","Engineering Jobs","https://www.adzuna.in/land/ad/5183410955?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=290E9FE517CA1F59972FF0DA81F98B9C3E90168A","12.95703","77.59837"
"Systems Verification Engineer","Fortive Corporation","India","2025-05-10T23:12:08Z","Engineering Jobs","https://www.adzuna.in/land/ad/5192442251?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=DAF8C39E9B4C9241EB88C82E28A8846B47FBA5B4","22.3511148","78.6677428"
"PRINCIPAL R&D/PRODUCT DVL ENGINEER","TE Connectivity","Bangalore, Karnataka","2025-03-19T23:13:20Z","Engineering Jobs","https://www.adzuna.in/land/ad/5101421141?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=58CA5CC80EAAD9FEF01CF442836792A8850C1DD4","12.95703","77.59837"
"Principal Engineer (Hybrid)","RTX Corporation","Bangalore, Karnataka","2025-07-10T04:15:29Z","Engineering Jobs","https://www.adzuna.in/land/ad/5294882499?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=AA82D2FA2B9CA5847842AC08952E6A4E6BBC8060","12.95703","77.59837"
"Principal Validation Engineer","Renesas","Bangalore, Karnataka","2025-06-20T23:45:14Z","Engineering Jobs","https://www.adzuna.in/land/ad/5260288900?se=niOxyYVk8BGhwN6tA21z6g&utm_medium=api&utm_source=c8890522&v=8EEE0E0732413A9A847AE0AB3A30A25592402AEC","12.9767936","77.5900820"
"Lead Engineer - PCB","Simple Energy Private Limited","Bangalore, Karnataka","2025-06-06T20:52:15Z","Engineering Jobs","https://www.adzuna.in/details/5236379143?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Senior PCB Engineer","Maxwell Energy System Pvt Ltd","India","2025-04-01T13:37:50Z","Engineering Jobs","https://www.adzuna.in/details/5121031490?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Designer","HCL Technologies","Bangalore, Karnataka","2025-07-06T21:04:39Z","Engineering Jobs","https://www.adzuna.in/details/5289156885?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Lead Designer","HCL Technologies","Bangalore, Karnataka","2025-07-06T20:52:05Z","Engineering Jobs","https://www.adzuna.in/details/5289140499?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
